author,category,language,editor,edition,totalPages,damagedPages,age,price
Karen Santana,Technology,Spanish,Oxford,4th,678,63,7,66.81
Melanie Johnson,Philosophy,Spanish,Pearson,5th,718,32,10,1.53
Mary Taylor,Biography,French,HarperCollins,8th,910,54,2,55.45
Jonathan Mcfarland,Fantasy,German,Pearson,3th,835,83,7,8.24
Edward Beck,Fiction,English,Oxford,5th,327,14,7,9.3
Mark Salinas,Biography,German,Penguin,9th,680,29,7,34.47
Alex Townsend,Science,French,Macmillan,8th,263,10,10,24.96
Emma Taylor,Fantasy,English,Simon & Schuster,10th,373,6,7,48.66
Lisa Mckinney DDS,Non-Fiction,English,Oxford,9th,651,15,3,30.23
Harold Gray,Science,Italian,HarperCollins,4th,447,39,10,26.94
Jason Mendoza,Fantasy,Spanish,HarperCollins,8th,251,23,7,86.97
Margaret Smith,Fantasy,Italian,Pearson,9th,380,25,8,76.7
Patricia Weaver,History,Italian,Simon & Schuster,10th,451,29,9,30.46
Amanda Sweeney,History,German,Springer,9th,225,14,2,6.8
April Mays,Technology,Italian,Simon & Schuster,5th,238,12,2,90.29
Thomas Mcknight,History,German,Springer,6th,375,0,3,81.14
Stephanie Lindsey,Non-Fiction,French,Cambridge,1th,156,5,4,56.34
Robert Lopez,Fiction,German,HarperCollins,4th,711,45,1,68.27
Christine Nelson,Fiction,French,Pearson,7th,717,16,3,85.99
Austin Lamb,Non-Fiction,French,Simon & Schuster,3th,700,20,7,78.78
Jeremy Farmer,Fantasy,Italian,Macmillan,4th,642,21,10,31.29
Nathan Sosa,Technology,Spanish,Simon & Schuster,4th,687,52,0,104.56
David Tran,Philosophy,Spanish,HarperCollins,7th,787,30,9,0.5
Joe Gilbert,Technology,German,Pearson,2th,686,53,2,78.78
Katherine Cole,Science,Spanish,Simon & Schuster,4th,454,8,7,70.96
Richard Lane,Technology,Spanish,Oxford,1th,855,43,7,77.42
Michelle Guzman DDS,Non-Fiction,Italian,HarperCollins,1th,149,13,9,76.01
Samuel Wood,Philosophy,French,Simon & Schuster,8th,893,50,8,56.95
Stephanie Brooks,Technology,Spanish,Springer,2th,429,34,10,74.4
Anna Sanders,Fiction,French,Simon & Schuster,3th,966,69,5,65.98
Karen Bowman,Technology,Italian,Pearson,9th,931,1,0,68.24
Raymond Williams,Fiction,Spanish,Simon & Schuster,8th,154,4,6,70.14
Shelly Carlson,Fiction,French,Oxford,7th,208,15,3,24.56
Julie Lozano,Fantasy,German,HarperCollins,9th,558,22,7,44.56
Rita Blackburn,Fantasy,German,Penguin,9th,638,23,6,40.66
Sara Carlson,Fantasy,French,Simon & Schuster,9th,88,5,4,47.89
Brandon Washington,History,Italian,Simon & Schuster,10th,689,22,3,20.7
Joshua Mckenzie,Biography,French,Oxford,7th,126,4,4,32.37
David Thomas,History,Spanish,Cambridge,1th,911,66,8,64.93
Spencer Young,Fiction,German,Macmillan,5th,211,0,4,42.51
Jessica Carter,Non-Fiction,English,Simon & Schuster,1th,843,56,10,46.07
Brian White,Biography,Spanish,Penguin,4th,741,24,10,16.28
Ashley Watson,Biography,Italian,Cambridge,3th,421,10,2,69.2
Mrs. Meredith Ramirez,Fiction,German,Pearson,2th,264,19,3,23.45
Brandon Mosley,Fantasy,Spanish,Macmillan,5th,123,11,0,12.79
Joe Pacheco,History,Spanish,Penguin,1th,586,22,10,65.06
Tammy Stone,Fantasy,French,Macmillan,9th,704,50,0,86.98
Natalie Schneider,Fantasy,French,Penguin,4th,773,57,3,74.21
Stephanie Santos,History,Spanish,Simon & Schuster,2th,720,31,5,63.88
Willie Hayden,Science,Spanish,Pearson,1th,656,48,10,73.03
Tracy Hardin,Non-Fiction,English,Pearson,6th,259,13,10,0.5
Kurt Logan,Philosophy,French,Springer,6th,668,0,3,5.74
Daniel Velez,Non-Fiction,French,Oxford,4th,428,30,2,55.73
Deborah Montgomery,History,Spanish,Pearson,9th,51,5,6,87.39
Eugene Sanchez,Technology,Italian,Pearson,1th,955,21,0,82.24
Christopher Chavez,Philosophy,English,Cambridge,3th,703,14,3,88.63
Paul Wall,Science,English,Springer,4th,395,25,1,90.76
Steven Walter,Fiction,Italian,Oxford,5th,140,13,4,118.43
Angel Carr,Fantasy,German,Pearson,8th,689,2,1,75.34
Steven Ferguson,Technology,Spanish,Macmillan,7th,353,11,2,61.99
Eric Hernandez,Science,French,Simon & Schuster,8th,291,12,3,14.34
Dr. Jessica Wright,Philosophy,Spanish,Oxford,8th,127,12,2,3.26
Christina Collier,Technology,Spanish,Simon & Schuster,5th,753,58,7,35.66
Susan Hampton,History,French,HarperCollins,8th,146,3,6,70.27
Ashley Holt,Non-Fiction,Italian,Springer,7th,473,1,1,98.11
Clarence Griffin,Fiction,Spanish,HarperCollins,6th,686,60,0,0.5
Rebecca Brown,History,French,Springer,10th,182,7,7,12.48
Brenda Miller,Science,German,HarperCollins,10th,352,10,4,90.83
Melissa Trevino,Biography,Spanish,Springer,5th,503,29,5,41.31
Christopher White,History,Spanish,HarperCollins,8th,327,16,9,147.3
Angel Leonard,Science,French,HarperCollins,1th,911,60,5,59.28
Rachel Johnson,Science,Italian,Penguin,5th,718,3,2,27.32
Christopher Coffey,Philosophy,English,HarperCollins,7th,102,2,4,71.87
Danielle Burton,Biography,Italian,Penguin,1th,351,30,8,81.31
Michael Holloway,Philosophy,Spanish,Oxford,6th,460,45,0,0.5
Charles Martin,Non-Fiction,German,Cambridge,5th,614,4,1,61.67
Christopher Martinez,History,Italian,Cambridge,7th,442,19,10,10.57
Darren Gilbert,Biography,French,Springer,8th,801,24,7,70.23
Erica Dennis,Science,Italian,Oxford,9th,366,33,1,36.05
Linda Johnson,Biography,Italian,Simon & Schuster,4th,841,34,6,41.07
Robert Salazar,Philosophy,Spanish,Penguin,9th,886,42,7,8.31
Rachael Kelley,Fiction,Spanish,Pearson,6th,986,2,5,29.82
James Peterson,Fantasy,French,Springer,2th,734,14,3,60.83
Michael Mcbride,Fantasy,German,Pearson,7th,137,12,9,50.5
Elizabeth Kim,Fiction,French,Oxford,5th,446,12,6,0.5
James Murphy,Fantasy,German,HarperCollins,1th,617,34,7,12.1
Barbara Thompson,Fiction,Italian,Pearson,2th,272,26,3,21.62
David Nelson,Technology,Italian,Oxford,2th,545,48,3,77.24
Diane Davis,Biography,German,Springer,7th,278,2,4,101.25
William Rivera,Technology,English,Macmillan,8th,755,56,7,11.19
Jessica Kelly PhD,Fiction,French,Springer,7th,546,31,2,39.11
Jennifer Marshall,Philosophy,English,HarperCollins,9th,115,11,8,40.65
Morgan Brown,Philosophy,French,Cambridge,1th,806,25,4,29.78
Matthew Blake,Science,Italian,Springer,5th,502,12,6,94.53
Dominique Lewis,Fantasy,French,HarperCollins,1th,283,28,10,34.61
Jill Scott,Technology,Spanish,Cambridge,5th,461,44,10,8.84
Victoria Huerta,History,French,Penguin,5th,793,39,0,22.68
Jennifer Torres,Philosophy,French,Oxford,7th,896,76,5,49.41
Brian Bowen,Biography,German,Cambridge,8th,940,17,5,182.5
Theresa Tucker,Technology,Spanish,Penguin,9th,167,10,4,73.88
Elizabeth Bailey,Philosophy,English,Oxford,2th,552,36,6,116.18
Jennifer York,Biography,French,Cambridge,9th,115,4,7,34.11
Brandon Hancock,History,German,Cambridge,4th,90,8,2,182.6
Sean Powell,Biography,English,HarperCollins,1th,763,10,6,50.71
Lindsey Nunez,Fantasy,English,Penguin,8th,126,10,7,44.53
Donald Carroll,Biography,German,Cambridge,1th,727,12,2,44.71
Michelle Henderson,Fantasy,English,Pearson,2th,381,20,9,83.02
Elaine Jones,Fiction,French,Cambridge,10th,579,14,7,41.33
Jessica Pham,Technology,Italian,Macmillan,4th,693,43,5,68.25
Nancy Mcdonald,Technology,German,Cambridge,2th,158,4,4,76.05
Antonio Gray,Non-Fiction,German,Pearson,9th,511,46,8,38.3
Daniel Adams,Fantasy,Spanish,Pearson,6th,521,38,4,9.5
Mark Chavez,Technology,Spanish,Cambridge,4th,377,27,4,75.51
Julie Anderson,Biography,English,Penguin,3th,607,3,0,67.15
Donald Mccormick,Non-Fiction,German,Pearson,10th,352,1,1,12.83
Robert Zimmerman,Science,Spanish,Oxford,4th,678,32,4,36.71
Terrence Garrison,Biography,English,Macmillan,10th,241,19,3,71.32
Kevin Watson,Fantasy,English,Oxford,7th,511,17,2,48.36
Mary Moore,Fantasy,Italian,Simon & Schuster,4th,612,19,10,60.67
Brian Ware,Philosophy,German,Macmillan,10th,881,60,6,3.93
Scott Lopez,Technology,Spanish,Simon & Schuster,5th,295,6,6,61.72
Christine Elliott,Philosophy,French,Pearson,7th,657,58,2,39.49
Savannah Valencia,Biography,English,Cambridge,4th,131,5,9,69.72
Michael Herrera,Fantasy,French,Springer,8th,284,8,8,67.61
James May,History,Italian,Cambridge,7th,839,81,2,65.32
Wanda Figueroa,Technology,German,Penguin,4th,482,35,8,61.67
John Evans,Biography,French,Simon & Schuster,9th,441,2,9,67.46
Natalie Stokes,History,English,Springer,10th,623,38,7,85.56
William Chase,Technology,Italian,Springer,10th,347,4,3,53.21
Sara Pierce,Technology,English,Oxford,2th,717,55,0,78.72
Michael Osborne,History,Spanish,Simon & Schuster,6th,358,6,9,9.26
Brenda Ruiz,Fiction,Spanish,Oxford,2th,620,37,6,51.52
Tina Johnson,Non-Fiction,English,Penguin,1th,60,2,0,12.36
Christopher Sandoval,History,Spanish,Penguin,7th,354,17,1,52.15
Eric Wilson,Technology,Spanish,Simon & Schuster,2th,56,0,4,89.45
Derek Mcclain,Non-Fiction,Italian,Springer,7th,629,48,8,15.88
David Aguilar,Fiction,English,Pearson,4th,415,2,5,44.73
Kim Sparks,Fiction,German,Springer,4th,308,19,4,86.68
Brandon Johnson,Technology,German,Macmillan,9th,72,6,1,31.16
April Odonnell,Science,English,Cambridge,6th,809,5,5,51.25
William Johnson,Fantasy,English,Cambridge,10th,648,0,3,85.09
Isabella Johnson,Technology,English,Cambridge,1th,52,1,9,43.37
Christopher Jackson,Fiction,English,Simon & Schuster,6th,93,5,0,24.85
Shawn Hansen,Biography,French,Springer,5th,719,52,5,55.71
Jeffrey Morales,Fiction,German,Simon & Schuster,4th,141,8,10,88.58
Brian Jones,Non-Fiction,English,Cambridge,6th,331,25,8,44.3
Nicole Watson,Non-Fiction,Italian,Oxford,4th,854,40,3,79.09
Laura Farmer,History,German,HarperCollins,1th,958,51,8,0.5
Adam Wheeler,Philosophy,Spanish,Oxford,9th,886,67,6,38.19
Michael Boyd,Biography,French,Springer,9th,174,5,6,31.69
David Blake,Fiction,Italian,Springer,10th,610,51,2,56.0
Robert Long,Science,Spanish,Macmillan,9th,225,12,8,19.18
Brent Carroll,Technology,German,Springer,2th,500,6,9,14.93
Ronald Martinez Jr.,Non-Fiction,German,Macmillan,2th,633,32,4,40.6
Amanda Short,History,German,HarperCollins,3th,705,14,1,37.06
Amy Ware,History,French,HarperCollins,5th,410,6,0,18.68
Dennis Jackson,Technology,French,Penguin,4th,63,6,3,60.87
Amber Griffin,Fiction,Spanish,Macmillan,10th,721,0,9,21.28
Mary Larsen,Non-Fiction,Italian,HarperCollins,10th,643,52,9,0.5
Laura Goodman,Philosophy,Italian,Macmillan,6th,325,19,7,82.99
Samuel Gould,Philosophy,German,Simon & Schuster,7th,894,71,10,82.06
Kristy Mendoza,Technology,German,Cambridge,2th,140,14,7,15.66
Kristin Miller,Fiction,German,Penguin,6th,327,30,8,15.12
Amanda Wilkinson,Technology,French,Cambridge,3th,476,10,3,33.38
Rebecca Farrell,Science,French,Oxford,7th,979,1,3,27.36
Michael Simon,Technology,German,Oxford,2th,646,57,5,65.67
John Pearson,Fantasy,English,Macmillan,7th,836,30,6,64.76
Shawn Wilson,History,German,Macmillan,9th,603,39,6,20.86
Hannah Fuller,Fiction,Spanish,Simon & Schuster,6th,370,29,7,51.82
Jennifer Mitchell,Fantasy,Italian,Oxford,10th,633,26,0,12.77
Monica Friedman,History,German,HarperCollins,8th,513,20,7,52.3
Katherine Bradshaw,Technology,Italian,Simon & Schuster,4th,886,24,3,93.61
Sandra Smith,History,Italian,HarperCollins,10th,568,42,2,26.96
Christopher Rhodes,Non-Fiction,English,Springer,4th,690,53,0,35.1
John Jenkins,History,German,Cambridge,4th,661,48,5,22.53
Brittany Pittman,Science,Italian,HarperCollins,7th,155,0,3,8.6
Craig Dudley,Fiction,German,Pearson,9th,201,6,2,49.16
Edwin Johnson,Non-Fiction,Italian,Oxford,2th,257,13,8,10.97
Crystal Anderson,Fantasy,English,Springer,2th,731,50,2,72.03
Brandy Brown,Biography,French,HarperCollins,2th,669,14,6,62.64
William Salazar,Fantasy,German,Springer,9th,878,75,2,60.1
Ashley Mendoza,Philosophy,Italian,Macmillan,4th,256,7,8,27.79
Michelle Zimmerman,Biography,German,Pearson,10th,400,35,8,36.18
Cynthia Reyes,Fiction,French,Cambridge,4th,520,36,3,46.95
Annette Hoffman,Non-Fiction,Italian,Oxford,6th,208,4,10,61.79
Jessica Hunter,Biography,French,Springer,6th,663,36,9,37.46
David Little,Biography,German,Cambridge,2th,226,21,5,59.52
Elizabeth Romero,Technology,German,Oxford,9th,408,11,3,23.62
Kathryn Wilson,History,French,Springer,9th,929,40,5,39.94
Daniel Roberts,Fantasy,German,Simon & Schuster,2th,469,8,9,6.98
Dennis Oneill,Philosophy,French,Pearson,9th,292,9,1,45.8
Ryan Petersen,Fiction,German,Macmillan,10th,923,26,9,21.1
Kimberly Dawson,Biography,English,HarperCollins,7th,984,35,0,16.56
Victoria Garza,History,German,Macmillan,2th,90,6,6,9.74
Ryan Sanchez,Science,Italian,Springer,5th,580,56,0,2.44
Amy Jackson,Fantasy,German,HarperCollins,8th,615,18,9,71.96
Michelle Snyder,History,Italian,Macmillan,8th,570,48,7,176.05
Melissa Pittman,Non-Fiction,English,Pearson,1th,408,10,7,53.19
Jacqueline Schneider,Fantasy,English,Macmillan,10th,526,2,9,62.39
Jennifer Thomas,Science,Spanish,Penguin,5th,472,31,10,77.11
Aaron Wells,Philosophy,French,Oxford,3th,919,70,6,125.1
Renee Ward,History,Spanish,Pearson,2th,658,6,5,22.77
Justin Martin,Biography,Italian,Cambridge,8th,668,32,1,45.77
Thomas Wilkinson,Fantasy,Spanish,Oxford,5th,976,7,4,4.6
Christopher Spencer,Biography,English,Macmillan,5th,60,4,6,53.8
Amy Clements,History,German,Cambridge,5th,347,4,4,30.73
Holly Gilmore,Non-Fiction,English,HarperCollins,10th,277,17,3,90.7
Melissa Walter,Non-Fiction,English,Cambridge,1th,177,4,9,75.43
Sherry Love,History,Italian,HarperCollins,5th,347,18,10,60.33
Mr. George Ochoa,Philosophy,German,Pearson,8th,417,5,10,10.27
Alicia Moore,Non-Fiction,Italian,Pearson,4th,478,12,9,10.26
Michelle Whitney,Fiction,Italian,HarperCollins,7th,936,19,4,73.88
Joseph Tyler,Fiction,English,Oxford,2th,484,21,6,7.69
Alfred Welch,Technology,Spanish,Springer,4th,935,18,5,85.96
Brian Morgan,Technology,German,Simon & Schuster,10th,288,4,0,11.65
Mary Rivera,Science,German,Simon & Schuster,8th,361,26,0,0.6
Emily Robinson,Fiction,Italian,HarperCollins,1th,243,9,2,55.69
Dana Martin,Biography,Italian,Penguin,3th,642,55,10,14.51
Phillip Torres,Science,German,Macmillan,2th,544,29,9,10.19
Kimberly Barnes,Non-Fiction,Italian,Penguin,8th,574,30,4,78.9
Caleb Barton,Fantasy,English,Macmillan,2th,680,15,0,91.39
Kimberly Jacobs,Science,French,Pearson,10th,765,67,1,50.97
John Garza,Technology,English,HarperCollins,2th,516,2,4,82.15
Leonard Young,Fantasy,Spanish,Oxford,10th,59,0,8,68.0
Denise Garrison,Philosophy,French,Pearson,6th,559,24,10,125.42
Patricia Andersen,Fiction,English,Springer,3th,503,37,10,64.61
Jessica Combs,Fantasy,English,Macmillan,4th,838,78,8,0.5
Stephanie Johnson,Fiction,German,Cambridge,8th,289,10,1,88.68
Keith Conley MD,History,English,Springer,8th,907,25,10,59.31
Barbara Taylor,Philosophy,Spanish,Penguin,8th,550,43,8,80.55
Christopher Richard,Biography,German,Oxford,7th,283,25,5,0.5
Cody Robinson,Non-Fiction,French,Cambridge,3th,312,27,1,22.7
Lisa Vargas,Biography,German,HarperCollins,8th,132,4,0,28.8
Christian Green,Fantasy,Spanish,Simon & Schuster,2th,863,86,6,16.73
Francisco Horton,Technology,English,Penguin,1th,813,43,7,54.19
Michael Dixon,History,German,HarperCollins,5th,526,50,0,55.35
Patty Finley,Biography,Italian,Oxford,7th,649,30,2,63.35
Joyce Pitts,Fiction,Italian,Pearson,8th,316,3,7,40.09
Kimberly Webb,Fantasy,German,Penguin,8th,491,41,10,30.91
Katie Krueger,History,German,Cambridge,9th,187,1,7,10.82
Jacob Williams,Fantasy,French,Simon & Schuster,8th,737,5,9,69.03
Kristen Anderson,Fiction,English,Cambridge,1th,478,31,9,33.52
Chase Robinson,Non-Fiction,French,Springer,10th,679,23,3,50.48
Curtis Reyes,Science,Italian,Cambridge,10th,577,29,9,86.95
Erika Leon,Fantasy,Spanish,Springer,9th,567,55,2,52.36
Mr. Gabriel Martin Jr.,Science,French,Pearson,4th,933,68,3,34.22
Morgan Alexander,Non-Fiction,Italian,Penguin,4th,378,0,1,8.2
Cindy Perkins,Fiction,German,Macmillan,6th,957,22,5,70.15
Christopher Martinez,Non-Fiction,English,Pearson,3th,253,12,4,32.64
Mary Williams,Biography,English,Pearson,8th,372,30,5,29.8
Brooke Mitchell,Biography,English,HarperCollins,3th,939,59,2,79.0
Kathleen Hurst,Biography,Italian,HarperCollins,10th,393,18,7,60.23
Jennifer Lutz,Science,Italian,Cambridge,10th,964,36,8,22.57
George Martinez,History,English,Springer,3th,828,27,0,110.44
Denise Bailey,Biography,French,Macmillan,5th,240,23,2,17.31
Daniel Smith,Fantasy,French,Simon & Schuster,1th,314,26,0,12.37
Kathleen Mcmillan,Fiction,Spanish,Oxford,9th,906,49,1,23.06
Charlotte Lowery,Technology,English,HarperCollins,6th,475,47,0,25.75
Amanda Sanchez,Fantasy,Italian,Pearson,1th,662,36,5,70.71
Holly Wilson,History,French,Cambridge,3th,309,27,3,72.38
Christopher Vargas,Biography,English,Simon & Schuster,5th,61,3,8,51.23
Jesus Hayes,Biography,German,Oxford,9th,997,70,9,32.06
Angie Pennington,History,Spanish,HarperCollins,6th,791,3,4,81.06
Joseph Garza,Non-Fiction,Italian,Oxford,6th,152,7,8,41.28
Angela Mitchell,Non-Fiction,French,Springer,9th,586,3,6,44.68
Scott Blair,History,French,Macmillan,9th,335,30,2,74.43
Hector Maldonado,Biography,Spanish,HarperCollins,10th,937,66,0,62.71
Rachel Contreras,Fiction,Spanish,HarperCollins,7th,393,0,0,9.5
Ryan Jones,Philosophy,Italian,HarperCollins,4th,599,12,10,25.19
James Obrien,Biography,French,Oxford,1th,576,4,5,50.51
Kaitlin Fuentes,Fiction,Italian,Springer,8th,522,48,0,165.66
Keith Erickson,History,Spanish,Penguin,1th,53,2,5,6.35
David Mitchell,History,Spanish,Simon & Schuster,1th,346,14,3,50.94
Katherine Sutton,Fiction,German,Penguin,1th,332,1,5,17.08
Chris Bird,Non-Fiction,Italian,HarperCollins,3th,638,42,7,0.5
Brandon Leonard,Fantasy,Italian,Oxford,1th,74,5,10,131.8
Marie Mckee,Fantasy,Italian,Springer,9th,516,41,5,86.02
Angel Brewer,Fantasy,French,HarperCollins,9th,827,59,4,34.11
Nancy Jackson,Fantasy,German,Springer,2th,660,19,9,68.87
Daniel Wyatt,Non-Fiction,Spanish,Cambridge,3th,959,41,0,22.38
Matthew Cunningham,Fiction,English,Cambridge,6th,687,14,10,67.49
Kevin Miranda,Philosophy,Italian,Springer,10th,569,11,10,64.59
Jeffrey Dixon,Fantasy,Italian,HarperCollins,4th,112,6,6,20.31
Stanley Klein,Fantasy,English,Cambridge,6th,60,3,5,39.37
Erica Welch,Technology,German,Simon & Schuster,4th,837,53,6,14.74
Michelle Odom DVM,Fiction,French,Springer,10th,510,24,10,4.59
Jessica Tate,Non-Fiction,Spanish,Springer,6th,865,0,8,80.73
William Roman,History,German,Cambridge,9th,226,10,2,18.66
Donna Reed,Fiction,German,Macmillan,6th,345,1,7,39.47
Robert Simmons,History,Italian,Oxford,3th,100,7,9,6.88
Charles Rose,Biography,French,Oxford,7th,189,5,4,46.81
Christopher Hicks,Fiction,English,Cambridge,2th,221,10,5,16.62
Frances Wright,Non-Fiction,English,Cambridge,8th,837,78,3,7.72
Stephanie Singh,Philosophy,French,HarperCollins,3th,254,11,7,66.95
Christine Scott,Non-Fiction,Italian,Oxford,5th,475,9,0,84.77
Patrick Collier,Philosophy,Italian,Simon & Schuster,3th,385,37,9,65.91
Tara Kim,Biography,Spanish,Macmillan,9th,73,3,4,82.12
Beth Mayer,History,English,HarperCollins,3th,772,27,2,85.39
Michelle Cameron DDS,History,Italian,HarperCollins,3th,354,29,9,83.95
Craig Oneal,History,Italian,Macmillan,10th,515,31,8,12.5
Robert Hernandez,Science,German,Springer,1th,302,17,2,15.94
Paula Burke,Philosophy,Italian,Penguin,9th,263,22,9,17.71
Ryan Smith,Biography,French,Springer,7th,61,4,0,8.22
Martha Reed,History,Spanish,Penguin,9th,529,22,5,64.0
Elizabeth White,Fantasy,German,Cambridge,5th,367,2,3,0.5
Curtis Lloyd,Fantasy,German,Oxford,8th,554,29,5,56.81
Terri Miller,Philosophy,German,Oxford,7th,453,21,8,79.06
Billy Rojas,History,Spanish,Pearson,2th,965,73,0,31.04
Tiffany Bray,Science,German,Macmillan,6th,599,36,8,55.83
Danny Farley,Technology,Spanish,Simon & Schuster,4th,332,3,9,96.15
George Singh,Biography,French,Pearson,1th,955,82,4,32.56
Lisa Huynh,Philosophy,English,Penguin,10th,555,33,5,17.32
Susan Jenkins,Science,English,Macmillan,7th,528,44,5,86.57
Courtney James,Fantasy,German,Springer,1th,289,21,6,23.14
Michelle Deleon,Science,Italian,Cambridge,1th,855,55,10,0.5
David Perez,Fantasy,Italian,Cambridge,8th,611,4,4,57.32
Benjamin Howard,Fantasy,French,Macmillan,3th,227,22,1,33.3
Victoria Henson,Fiction,German,Simon & Schuster,7th,908,89,3,27.08
Max Cunningham,Biography,French,HarperCollins,7th,318,6,8,28.54
Dylan Massey,Technology,English,Penguin,4th,442,35,7,86.66
Kevin Morgan,Science,English,HarperCollins,9th,129,7,6,70.51
Amy Johnston,Philosophy,English,Pearson,1th,936,14,2,71.89
Jeremy Garcia,Philosophy,French,Cambridge,4th,633,9,8,18.54
Carolyn Barrett,Science,Italian,Simon & Schuster,1th,362,11,2,66.63
Justin Steele,Technology,Italian,Simon & Schuster,6th,403,19,9,88.61
Jacob Griffith DDS,Technology,German,Cambridge,6th,568,26,7,74.36
Willie Hines,Non-Fiction,English,Simon & Schuster,4th,904,4,5,66.71
Austin Jackson,History,German,Penguin,3th,707,54,3,5.41
Courtney Phillips,History,Spanish,HarperCollins,7th,128,12,10,92.96
Jeffrey Flores,Non-Fiction,French,Cambridge,3th,952,28,8,39.13
Haley Henderson,Philosophy,French,Cambridge,10th,391,3,4,13.33
Shawn Castillo,Fantasy,French,Cambridge,5th,677,10,6,20.12
David Moore,Science,German,Springer,6th,474,21,8,50.02
Dr. Stephanie Cannon MD,Science,French,Cambridge,10th,601,58,7,2.79
Lori Hansen,Science,German,Cambridge,5th,875,83,4,62.75
Bruce Perez,Non-Fiction,French,HarperCollins,6th,513,40,6,51.43
Jon Ross DDS,Biography,Italian,Macmillan,5th,471,0,2,79.97
David Cain,Philosophy,French,Simon & Schuster,3th,456,18,2,63.48
Jeffrey Ortiz,History,Spanish,Cambridge,2th,622,15,5,88.81
Elijah Sellers,Non-Fiction,English,Springer,9th,86,4,7,83.55
Andrea Chen,Fantasy,English,Oxford,10th,401,40,1,27.05
Sandra Sanchez,Non-Fiction,Italian,Simon & Schuster,6th,652,46,7,87.69
Timothy Barker,Fiction,Spanish,HarperCollins,5th,755,60,8,74.0
Amanda Stanton,Non-Fiction,German,Oxford,7th,755,74,10,39.53
